group,subgroup,suborder,subcat,xaxis,xorder,xlabel,chart,value,count,total,missing,x0,x1,x2,x3
Michigan,majmatch,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who declared in major area,30.8,28,91,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Michigan,majmatch,1,,level_2r,16,"Repair, Production, & Construction",Percent who declared in major area,55,220,400,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Michigan,majmatch,1,,level_2r,17,Sciences: Biological & Physical,Percent who declared in major area,38.9,560,1439,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Michigan,majmatch,1,,level_2r,18,Social Sciences & Law,Percent who declared in major area,40.3,959,2378,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Michigan,declrdfit,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who had good I-M Fit for declared,39.7,154,388,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,2,Architecture,Percent who had good I-M Fit for declared,26.5,69,260,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who had good I-M Fit for declared,21.1,4,19,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,4,Arts: Visual & Performing,Percent who had good I-M Fit for declared,42.3,764,1808,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,5,Business,Percent who had good I-M Fit for declared,40.8,995,2439,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who had good I-M Fit for declared,22.4,259,1157,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,6,Communications,Percent who had good I-M Fit for declared,38,184,484,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who had good I-M Fit for declared,31.7,263,829,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,9,Education,Percent who had good I-M Fit for declared,26.9,349,1295,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,11,Eng. Tech. & Drafting,Percent who had good I-M Fit for declared,36.6,219,599,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,10,Engineering,Percent who had good I-M Fit for declared,39.5,899,2276,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,12,English & Foreign Lang.,Percent who had good I-M Fit for declared,45.2,128,283,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,13,Health Admin. & Assisting,Percent who had good I-M Fit for declared,26.1,165,631,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,14,Health Sci. & Techno.,Percent who had good I-M Fit for declared,37.8,2278,6031,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who had good I-M Fit for declared,32.9,28,85,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,16,"Repair, Production, & Construction",Percent who had good I-M Fit for declared,47.7,183,384,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,17,Sciences: Biological & Physical,Percent who had good I-M Fit for declared,51.7,701,1356,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Michigan,declrdfit,1,,level_2r,18,Social Sciences & Law,Percent who had good I-M Fit for declared,31.3,706,2256,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,majmatch,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who declared in major area,53.3,152,285,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,2,Architecture,Percent who declared in major area,23.4,34,145,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who declared in major area,0,0,6,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,4,Arts: Visual & Performing,Percent who declared in major area,57.3,338,590,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,5,Business,Percent who declared in major area,69.3,979,1413,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who declared in major area,45.3,107,236,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,6,Communications,Percent who declared in major area,43.8,116,265,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who declared in major area,56.4,189,335,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,9,Education,Percent who declared in major area,54.6,412,754,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,11,Eng. Tech. & Drafting,Percent who declared in major area,6.6,9,137,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,10,Engineering,Percent who declared in major area,71,955,1345,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,12,English & Foreign Lang.,Percent who declared in major area,41.9,67,160,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,13,Health Admin. & Assisting,Percent who declared in major area,7.3,22,300,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,14,Health Sci. & Techno.,Percent who declared in major area,63.1,1365,2164,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who declared in major area,34.3,24,70,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,16,"Repair, Production, & Construction",Percent who declared in major area,57.7,64,111,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,17,Sciences: Biological & Physical,Percent who declared in major area,46.3,379,819,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,majmatch,1,,level_2r,18,Social Sciences & Law,Percent who declared in major area,38.9,342,880,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Minnesota,declrdfit,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who had good I-M Fit for declared,40.2,102,254,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,2,Architecture,Percent who had good I-M Fit for declared,25.4,32,126,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who had good I-M Fit for declared,50,2,4,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,4,Arts: Visual & Performing,Percent who had good I-M Fit for declared,50.7,251,495,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,5,Business,Percent who had good I-M Fit for declared,38.5,457,1187,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who had good I-M Fit for declared,23.9,50,209,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,6,Communications,Percent who had good I-M Fit for declared,39.5,90,228,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who had good I-M Fit for declared,37.7,101,268,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,9,Education,Percent who had good I-M Fit for declared,29.2,196,672,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,11,Eng. Tech. & Drafting,Percent who had good I-M Fit for declared,35,41,117,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,10,Engineering,Percent who had good I-M Fit for declared,46.4,529,1141,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,12,English & Foreign Lang.,Percent who had good I-M Fit for declared,38.6,54,140,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,13,Health Admin. & Assisting,Percent who had good I-M Fit for declared,30.5,78,256,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,14,Health Sci. & Techno.,Percent who had good I-M Fit for declared,38.5,727,1890,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who had good I-M Fit for declared,12.5,8,64,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,16,"Repair, Production, & Construction",Percent who had good I-M Fit for declared,49,48,98,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,17,Sciences: Biological & Physical,Percent who had good I-M Fit for declared,51.9,362,697,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Minnesota,declrdfit,1,,level_2r,18,Social Sciences & Law,Percent who had good I-M Fit for declared,30.4,232,762,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,majmatch,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who declared in major area,34.2,53,155,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,2,Architecture,Percent who declared in major area,15.1,14,93,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who declared in major area,0,0,6,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,4,Arts: Visual & Performing,Percent who declared in major area,37.2,160,430,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,5,Business,Percent who declared in major area,46.3,262,566,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who declared in major area,34.3,60,175,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,6,Communications,Percent who declared in major area,41.8,56,134,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who declared in major area,37.4,73,195,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,9,Education,Percent who declared in major area,46.8,217,464,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,11,Eng. Tech. & Drafting,Percent who declared in major area,15,23,153,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,10,Engineering,Percent who declared in major area,49.2,321,653,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,12,English & Foreign Lang.,Percent who declared in major area,30.1,22,73,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,13,Health Admin. & Assisting,Percent who declared in major area,2.7,12,446,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,14,Health Sci. & Techno.,Percent who declared in major area,58.3,1206,2070,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who declared in major area,24.5,12,49,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,16,"Repair, Production, & Construction",Percent who declared in major area,75.2,88,117,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,17,Sciences: Biological & Physical,Percent who declared in major area,40.8,245,601,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,majmatch,1,,level_2r,18,Social Sciences & Law,Percent who declared in major area,38.5,232,603,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Mississippi,declrdfit,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who had good I-M Fit for declared,37.9,50,132,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,2,Architecture,Percent who had good I-M Fit for declared,29.1,23,79,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who had good I-M Fit for declared,40,2,5,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,4,Arts: Visual & Performing,Percent who had good I-M Fit for declared,37.6,146,388,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,5,Business,Percent who had good I-M Fit for declared,31.3,155,495,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who had good I-M Fit for declared,16.8,26,155,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,6,Communications,Percent who had good I-M Fit for declared,28.3,34,120,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who had good I-M Fit for declared,27.6,48,174,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,9,Education,Percent who had good I-M Fit for declared,24.8,102,411,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,11,Eng. Tech. & Drafting,Percent who had good I-M Fit for declared,33.1,46,139,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,10,Engineering,Percent who had good I-M Fit for declared,34.4,199,578,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,12,English & Foreign Lang.,Percent who had good I-M Fit for declared,45.5,30,66,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,13,Health Admin. & Assisting,Percent who had good I-M Fit for declared,19.8,74,373,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,14,Health Sci. & Techno.,Percent who had good I-M Fit for declared,30.4,524,1721,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who had good I-M Fit for declared,13.6,6,44,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,16,"Repair, Production, & Construction",Percent who had good I-M Fit for declared,54.5,61,112,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,17,Sciences: Biological & Physical,Percent who had good I-M Fit for declared,43.5,226,519,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Mississippi,declrdfit,1,,level_2r,18,Social Sciences & Law,Percent who had good I-M Fit for declared,26,143,551,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,majmatch,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who declared in major area,52.1,225,432,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,2,Architecture,Percent who declared in major area,12.4,23,185,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who declared in major area,0,0,5,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,4,Arts: Visual & Performing,Percent who declared in major area,46.7,558,1194,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,5,Business,Percent who declared in major area,65.7,1172,1784,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who declared in major area,39.5,140,354,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,6,Communications,Percent who declared in major area,50.4,263,522,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who declared in major area,50.1,215,429,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,9,Education,Percent who declared in major area,61.9,1020,1647,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,11,Eng. Tech. & Drafting,Percent who declared in major area,21.6,43,199,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,10,Engineering,Percent who declared in major area,50.3,531,1056,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,12,English & Foreign Lang.,Percent who declared in major area,47.8,110,230,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,13,Health Admin. & Assisting,Percent who declared in major area,3.3,16,488,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,14,Health Sci. & Techno.,Percent who declared in major area,66.1,2703,4091,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who declared in major area,39.2,40,102,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,16,"Repair, Production, & Construction",Percent who declared in major area,44.8,60,134,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,17,Sciences: Biological & Physical,Percent who declared in major area,47.3,543,1148,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,majmatch,1,,level_2r,18,Social Sciences & Law,Percent who declared in major area,40.4,564,1395,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Missouri,declrdfit,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who had good I-M Fit for declared,38.4,151,393,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,2,Architecture,Percent who had good I-M Fit for declared,26.2,43,164,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who had good I-M Fit for declared,60,3,5,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,4,Arts: Visual & Performing,Percent who had good I-M Fit for declared,44.2,451,1020,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,5,Business,Percent who had good I-M Fit for declared,38.4,580,1509,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who had good I-M Fit for declared,25.4,77,303,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,6,Communications,Percent who had good I-M Fit for declared,42.1,192,456,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who had good I-M Fit for declared,30.6,114,373,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,9,Education,Percent who had good I-M Fit for declared,27,353,1305,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,11,Eng. Tech. & Drafting,Percent who had good I-M Fit for declared,39.4,71,180,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,10,Engineering,Percent who had good I-M Fit for declared,37,332,897,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,12,English & Foreign Lang.,Percent who had good I-M Fit for declared,41.5,83,200,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,13,Health Admin. & Assisting,Percent who had good I-M Fit for declared,24.9,95,381,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,14,Health Sci. & Techno.,Percent who had good I-M Fit for declared,37.7,1229,3262,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who had good I-M Fit for declared,22.7,20,88,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,16,"Repair, Production, & Construction",Percent who had good I-M Fit for declared,47.9,58,121,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,17,Sciences: Biological & Physical,Percent who had good I-M Fit for declared,52.8,517,979,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Missouri,declrdfit,1,,level_2r,18,Social Sciences & Law,Percent who had good I-M Fit for declared,30.1,376,1250,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,majmatch,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who declared in major area,50.9,29,57,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,2,Architecture,Percent who declared in major area,32.4,12,37,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who declared in major area,0,0,1,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,4,Arts: Visual & Performing,Percent who declared in major area,60.7,88,145,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,5,Business,Percent who declared in major area,75,99,132,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who declared in major area,28.6,8,28,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,6,Communications,Percent who declared in major area,51.7,15,29,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who declared in major area,55.6,30,54,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,9,Education,Percent who declared in major area,49.5,52,105,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,11,Eng. Tech. & Drafting,Percent who declared in major area,10.7,3,28,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,10,Engineering,Percent who declared in major area,70,208,297,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,12,English & Foreign Lang.,Percent who declared in major area,34.6,9,26,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,13,Health Admin. & Assisting,Percent who declared in major area,4.1,2,49,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,14,Health Sci. & Techno.,Percent who declared in major area,61.4,254,414,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,15,"Philosophy, Religion, & Theology",Percent who declared in major area,16.7,1,6,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,16,"Repair, Production, & Construction",Percent who declared in major area,48.1,13,27,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,17,Sciences: Biological & Physical,Percent who declared in major area,47,70,149,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,majmatch,1,,level_2r,18,Social Sciences & Law,Percent who declared in major area,53.8,77,143,,out of,college students who selected a planned major in the area of,declared a major in their planned major area.,
Montana,declrdfit,1,,level_2r,1,Agric. & Nat. Res. Cons,Percent who had good I-M Fit for declared,41.1,23,56,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,2,Architecture,Percent who had good I-M Fit for declared,29,9,31,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,3,"Area, Eth. & Multidiscip. Studies",Percent who had good I-M Fit for declared,100,1,1,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,4,Arts: Visual & Performing,Percent who had good I-M Fit for declared,52.5,73,139,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,5,Business,Percent who had good I-M Fit for declared,34.4,42,122,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,7,"Commun, Fam., & Personal Svcs",Percent who had good I-M Fit for declared,22.2,6,27,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,6,Communications,Percent who had good I-M Fit for declared,25,7,28,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,8,Comp. Sci. & Mathematics,Percent who had good I-M Fit for declared,30.8,16,52,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,9,Education,Percent who had good I-M Fit for declared,29,29,100,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,11,Eng. Tech. & Drafting,Percent who had good I-M Fit for declared,32,8,25,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
Montana,declrdfit,1,,level_2r,10,Engineering,Percent who had good I-M Fit for declared,50.2,133,265,,out of,college students who selected a planned major in the area of,declared a major that is a good fit with their measured interests.,
